0.000, 4.127
0.500, 4.103
1.001, 4.086
1.501, 4.070
2.001, 4.068
2.501, 4.046
3.002, 4.047
3.502, 4.027
4.002, 4.031
4.502, 4.015
5.002, 4.017
5.503, 4.002
6.003, 4.005
6.503, 3.997
7.003, 3.991
7.503, 3.988
8.004, 3.975
8.504, 3.982
9.004, 3.966
9.504, 3.974
10.005, 3.961
10.505, 3.965
11.005, 3.959
11.505, 3.952
12.005, 3.959
12.506, 3.943
13.006, 3.951
13.506, 3.943
14.006, 3.940
14.506, 3.946
15.007, 3.947
15.507, 3.943
16.007, 3.943
16.507, 3.942
17.008, 3.939
17.508, 3.937
18.008, 3.935
18.508, 3.935
19.008, 3.929
19.509, 3.931
20.009, 3.931
20.509, 3.930
21.009, 3.929
21.509, 3.928
22.010, 3.925
22.510, 3.925
23.010, 3.924
23.510, 3.924
24.011, 3.924
24.511, 3.924
25.011, 3.922
25.511, 3.919
26.011, 3.918
26.512, 3.918
27.012, 3.914
27.512, 3.912
28.012, 3.912
28.513, 3.909
29.013, 3.906
29.513, 3.906
30.013, 3.906
30.513, 3.906
31.014, 3.903
31.514, 3.902
32.014, 3.901
32.514, 3.900
33.014, 3.900
33.515, 3.898
34.015, 3.896
34.515, 3.894
35.015, 3.894
35.516, 3.894
36.016, 3.892
36.516, 3.890
37.016, 3.889
37.516, 3.889
38.017, 3.887
38.517, 3.887
39.017, 3.886
39.517, 3.883
40.017, 3.882
40.518, 3.882
41.018, 3.881
41.518, 3.880
42.018, 3.877
42.519, 3.876
43.019, 3.875
43.519, 3.875
44.019, 3.873
44.519, 3.871
45.020, 3.869
45.520, 3.870
46.020, 3.869
46.520, 3.869
47.021, 3.869
47.521, 3.869
48.021, 3.869
48.521, 3.868
49.021, 3.864
49.522, 3.864
50.022, 3.861
50.522, 3.858
51.022, 3.857
51.522, 3.855
52.023, 3.851
52.523, 3.851
53.023, 3.849
53.523, 3.846
54.024, 3.845
54.524, 3.844
55.024, 3.841
55.524, 3.839
56.024, 3.839
56.525, 3.837
57.025, 3.834
57.525, 3.833
58.025, 3.832
58.525, 3.831
59.026, 3.827
59.526, 3.827
60.026, 3.824
60.526, 3.823
61.027, 3.821
61.527, 3.821
62.027, 3.818
62.527, 3.816
63.027, 3.814
63.528, 3.814
64.028, 3.811
64.528, 3.809
65.028, 3.809
65.528, 3.806
66.029, 3.804
66.529, 3.803
67.029, 3.803
67.529, 3.800
68.030, 3.798
68.530, 3.797
69.030, 3.797
69.530, 3.793
