0.000, 4.298
0.500, 4.275
1.001, 4.264
1.501, 4.253
2.001, 4.245
2.501, 4.236
3.002, 4.227
3.502, 4.221
4.002, 4.214
4.502, 4.207
5.002, 4.202
5.503, 4.195
6.003, 4.190
6.503, 4.183
7.003, 4.178
7.503, 4.173
8.004, 4.168
8.504, 4.163
9.004, 4.160
9.504, 4.154
10.005, 4.151
10.505, 4.146
11.005, 4.142
11.505, 4.137
12.005, 4.133
12.506, 4.130
13.006, 4.125
13.506, 4.124
14.006, 4.118
14.506, 4.117
15.007, 4.112
15.507, 4.109
16.007, 4.106
16.507, 4.104
17.008, 4.100
17.508, 4.096
18.008, 4.093
18.508, 4.091
19.008, 4.087
19.509, 4.083
20.009, 4.081
20.509, 4.077
21.009, 4.075
21.509, 4.071
22.010, 4.069
22.510, 4.068
23.010, 4.064
23.510, 4.061
24.011, 4.058
24.511, 4.057
25.011, 4.052
25.511, 4.050
26.011, 4.048
26.512, 4.045
27.012, 4.045
27.512, 4.041
28.012, 4.038
28.513, 4.035
29.013, 4.033
29.513, 4.032
30.013, 4.029
30.513, 4.027
31.014, 4.024
31.514, 4.021
32.014, 4.021
32.514, 4.018
33.014, 4.015
33.515, 4.015
34.015, 4.011
34.515, 4.009
35.015, 4.009
35.516, 4.007
36.016, 4.002
36.516, 4.003
37.016, 4.001
37.516, 3.998
38.017, 3.997
38.517, 3.996
39.017, 3.994
39.517, 3.991
40.017, 3.991
40.518, 3.990
41.018, 3.986
41.518, 3.985
42.018, 3.985
42.519, 3.982
43.019, 3.979
43.519, 3.979
44.019, 3.979
44.519, 3.978
45.020, 3.978
45.520, 3.974
46.020, 3.974
46.520, 3.972
47.021, 3.972
47.521, 3.969
48.021, 3.967
48.521, 3.966
49.021, 3.966
49.522, 3.965
50.022, 3.963
50.522, 3.961
51.022, 3.961
51.522, 3.961
52.023, 3.960
52.523, 3.958
53.023, 3.957
53.523, 3.955
54.024, 3.954
54.524, 3.954
55.024, 3.954
55.524, 3.952
56.024, 3.951
56.525, 3.950
57.025, 3.948
57.525, 3.948
58.025, 3.948
58.525, 3.945
59.026, 3.944
59.526, 3.943
60.026, 3.943
60.526, 3.942
61.027, 3.942
61.527, 3.942
62.027, 3.941
62.527, 3.938
63.027, 3.937
63.528, 3.938
64.028, 3.937
64.528, 3.936
65.028, 3.936
65.528, 3.936
66.029, 3.935
66.529, 3.935
67.029, 3.937
67.529, 3.934
68.030, 3.934
68.530, 3.934
69.030, 3.933
69.530, 3.934
70.030, 3.931
70.531, 3.931
71.031, 3.931
71.531, 3.930
72.031, 3.930
72.532, 3.929
73.032, 3.928
73.532, 3.926
74.032, 3.924
74.532, 3.925
75.033, 3.925
75.533, 3.924
76.033, 3.923
76.533, 3.924
77.033, 3.922
77.534, 3.921
78.034, 3.919
78.534, 3.918
79.034, 3.918
79.535, 3.919
80.035, 3.918
80.535, 3.918
81.035, 3.918
81.535, 3.916
82.036, 3.910
82.536, 3.913
83.036, 3.909
83.536, 3.912
84.036, 3.906
84.537, 3.912
85.037, 3.907
85.537, 3.910
86.037, 3.907
86.538, 3.909
87.038, 3.906
87.538, 3.908
88.038, 3.903
88.538, 3.907
89.039, 3.904
89.539, 3.906
90.039, 3.906
90.539, 3.900
91.040, 3.906
91.540, 3.902
92.040, 3.903
92.540, 3.904
93.040, 3.899
93.541, 3.903
94.041, 3.900
94.541, 3.902
95.041, 3.900
95.541, 3.897
96.042, 3.901
96.542, 3.895
97.042, 3.901
97.542, 3.893
98.043, 3.899
98.543, 3.894
99.043, 3.898
99.543, 3.893
100.043, 3.897
100.544, 3.892
101.044, 3.894
101.544, 3.890
102.044, 3.894
102.544, 3.890
103.045, 3.893
103.545, 3.888
104.045, 3.892
104.545, 3.889
105.046, 3.889
105.546, 3.889
106.046, 3.886
106.546, 3.889
107.046, 3.883
107.547, 3.888
108.047, 3.884
108.547, 3.886
109.047, 3.883
109.547, 3.885
110.048, 3.883
110.548, 3.886
111.048, 3.882
111.548, 3.887
112.049, 3.882
112.549, 3.886
113.049, 3.882
113.549, 3.883
114.049, 3.883
114.550, 3.880
115.050, 3.883
115.550, 3.883
116.050, 3.879
116.551, 3.878
117.051, 3.881
117.551, 3.882
118.051, 3.879
118.551, 3.877
119.052, 3.881
119.552, 3.877
120.052, 3.876
120.552, 3.879
121.052, 3.874
121.553, 3.878
122.053, 3.876
122.553, 3.873
123.053, 3.876
123.554, 3.870
124.054, 3.875
124.554, 3.871
125.054, 3.873
125.554, 3.873
126.055, 3.871
126.555, 3.872
127.055, 3.868
127.555, 3.870
128.055, 3.866
128.556, 3.869
129.056, 3.869
129.556, 3.867
130.056, 3.868
130.557, 3.865
131.057, 3.869
131.557, 3.863
132.057, 3.868
132.557, 3.863
133.058, 3.866
133.558, 3.864
134.058, 3.863
134.558, 3.865
135.058, 3.860
135.559, 3.864
136.059, 3.862
136.559, 3.861
137.059, 3.863
137.560, 3.857
138.060, 3.863
138.560, 3.859
139.060, 3.860
139.560, 3.861
140.061, 3.859
140.561, 3.861
141.061, 3.854
141.561, 3.859
142.062, 3.856
142.562, 3.857
143.062, 3.857
143.562, 3.855
144.062, 3.857
144.563, 3.852
